lastName,fundingOrganization,programName,totalFunding,currency,researcherDesignation,firstName,otherFundingOrganization,Competitive,fundingStartDate,fundingEndDate,associate,department,title,fundingRole
Devereaux,Boehringer-Ingelheim,MANAGE Trial,10000000,Canadian dollar,Senior Scientist,Philip,Boehringer-Ingelheim,TRUE,2013-07-01,2018-08-01,FALSE,,,
Devereaux,University of Alberta Hospital (Alberta),Medical Research Competition,23200,Canadian dollar,Senior Scientist,Philip,,TRUE,2009-09-01,2010-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),New Investigator Award,250000,Canadian dollar,Senior Scientist,Philip,,TRUE,2006-08-01,2011-08-01,FALSE,,,
Devereaux,Hamilton Health Sciences Foundation,New Investigator Fund,25000,Canadian dollar,Senior Scientist,Philip,,TRUE,2009-09-01,2010-08-01,FALSE,,,
Devereaux,Hamilton Academic Health Sciences Organization,New Investigator Fund,25000,Canadian dollar,Senior Scientist,Philip,,TRUE,2012-09-01,2013-08-01,FALSE,,,
Devereaux,Hamilton Academic Health Sciences Organization,New Investigator Fund,25000,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-09-01,2014-08-01,FALSE,,,
Devereaux,Hamilton Academic Health Sciences Organization,New Investigator Fund,30000,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-07-01,2011-06-01,FALSE,,,
Devereaux,Hamilton Academic Health Sciences Organization,New Investigator Fund,37500,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-01-01,2014-12-01,FALSE,,,
Devereaux,Health Canada,Operating,47338,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-04-01,2012-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,57338,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-04-01,2012-03-01,FALSE,,,
Devereaux,Physicians Services Incorporated Foundation (The) (PSI),Operating,85000,Canadian dollar,Senior Scientist,Philip,,TRUE,2011-05-01,2012-04-01,FALSE,,,
Devereaux,National Institute of Academic Anesthesia (NIAA),Operating,92244,Pound sterling,Senior Scientist,Philip,National Institute of Academic Anesthesia (NIAA),TRUE,2014-09-01,2015-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,119920,Canadian dollar,Senior Scientist,Philip,,TRUE,2011-04-01,2013-03-01,FALSE,,,
Devereaux,Canadian Network and Centre for Trials Internationally (CANNeCTIN),Operating,150000,Canadian dollar,Senior Scientist,Philip,Canadian Network and Centre for Trials Internationally (CANNeCTIN),TRUE,2012-04-01,2014-03-01,FALSE,,,
Devereaux,Physicians Services Incorporated Foundation (The) (PSI),Operating,168500,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-09-01,2015-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,219144,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-04-01,2015-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,504615,Canadian dollar,Senior Scientist,Philip,,TRUE,2012-10-01,2017-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,649622,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-10-01,2017-09-01,FALSE,,,
Devereaux,National Health and Medical Research Council of Australia,Operating,1400000,Australian dollar,Senior Scientist,Philip,,TRUE,2014-09-01,2017-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,1434636,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-07-01,2017-06-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,1469084,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-09-01,2014-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,1606292,Canadian dollar,Senior Scientist,Philip,,TRUE,2012-10-01,2016-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research and SPOR Innovative Clinical Trial Grant,Operating,2810000,Canadian dollar,Senior Scientist,Philip,Canadian Institutes of Health Research and SPOR Innovative Clinical Trial Grant,TRUE,2020-06-01,2024-05-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating,3684006,Canadian dollar,Senior Scientist,Philip,,TRUE,2012-10-01,2016-09-01,FALSE,,,
Devereaux,Ontario Association of Medical Laboratories,Operating Grant,34000,Canadian dollar,Senior Scientist,Philip,,TRUE,2008-10-01,2011-10-01,FALSE,,,
Devereaux,Australian and New Zealand College of Anesthestiologists,Operating Grant,43000,Australian dollar,Senior Scientist,Philip,Australian and New Zealand College of Anesthestiologists,TRUE,2011-09-01,2012-08-01,FALSE,,,
Devereaux,Physicians Services Incorporated Foundation (The) (PSI),Operating Grant,46000,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-09-01,2014-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,63899,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-09-01,2011-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,83445,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-10-01,2015-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-01-01,2010-12-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-01-01,2010-12-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2011-04-01,2013-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2012-04-01,2013-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2012-10-01,2013-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,180000,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-07-01,2017-06-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,196550,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-04-01,2015-03-01,FALSE,,,
Devereaux,Siemens Medical Systems Inc.,Operating Grant,196669,Canadian dollar,Senior Scientist,Philip,,TRUE,2018-06-01,2020-05-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,198226,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-10-01,2015-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,225283,Canadian dollar,Senior Scientist,Philip,,TRUE,2008-10-01,2011-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,240252,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-07-01,2017-06-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,249184,Canadian dollar,Senior Scientist,Philip,,TRUE,2009-04-01,2012-03-01,FALSE,,,
Devereaux,Population Health Research Institute,Operating Grant,300000,Canadian dollar,Senior Scientist,Philip,Population Health Research Institute,TRUE,2014-09-01,2017-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,364929,Canadian dollar,Senior Scientist,Philip,,TRUE,2008-09-01,2012-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,365513,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-04-01,2015-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,449076,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-04-01,2013-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,467247,Canadian dollar,Senior Scientist,Philip,Canadian Institutes of Health Research (CIHR),TRUE,2009-06-01,2012-07-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,500000,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-07-01,2017-06-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,502500,Canadian dollar,Senior Scientist,Philip,,TRUE,2012-07-01,2017-06-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,565512,Canadian dollar,Senior Scientist,Philip,,TRUE,2009-04-01,2013-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,2000000,Canadian dollar,Senior Scientist,Philip,,TRUE,2012-10-01,2017-09-01,FALSE,,,
Devereaux,Prostate Cancer Canada,Operating Grant,3500000,Canadian dollar,Senior Scientist,Philip,,TRUE,2015-04-01,2020-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant,4100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2010-09-01,2014-08-01,FALSE,,,
Devereaux,"CIHR, eHealth Innovations Partnership and Private Industry",Operating Grant,12300000,Canadian dollar,Senior Scientist,Philip,"CIHR, eHealth Innovations Partnership and Private Industry",TRUE,2016-04-01,2020-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant - Bridge Funding,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-09-01,2015-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Operating Grant - Bridge Funding,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2015-09-01,2016-08-01,FALSE,,,
Devereaux,University Health Network,Peter Munk Cardiac Centre Innovation Grant,101775,Canadian dollar,Senior Scientist,Philip,,TRUE,2021-01-01,2021-12-01,FALSE,,,
Devereaux,University of Alberta Hospital Foundation,Pilot Project,25000,Canadian dollar,Senior Scientist,Philip,University of Alberta Hospital Foundation,TRUE,2009-09-01,2010-08-01,FALSE,,,
Devereaux,McMaster University General Internal Medicine Grant,Pilot study,15000,Canadian dollar,Senior Scientist,Philip,McMaster University General Internal Medicine Grant,TRUE,2013-09-01,2014-08-01,FALSE,,,
Devereaux,Physicians' Services Incorporated Foundation,Pilot study,17000,Canadian dollar,Senior Scientist,Philip,Physicians' Services Incorporated Foundation,TRUE,2014-09-01,2015-08-01,FALSE,,,
Devereaux,Physicians' Services Incorporated Foundation,Pilot study,19500,Canadian dollar,Senior Scientist,Philip,Physicians' Services Incorporated Foundation,TRUE,2014-09-01,2015-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Planning Grant,14996,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-11-01,2014-10-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Planning Grant,14996,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-03-01,2015-02-01,FALSE,,,
Devereaux,Polish Clinical Research Development,Program Grant,6019785,Canadian dollar,Senior Scientist,Philip,Polish Clinical Research Development,TRUE,2020-06-01,2025-05-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Program Grant,53471044,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-01-01,2019-12-01,FALSE,,,
Devereaux,Juravinski Cancer Centre Foundation,Project Grant,48730,Canadian dollar,Senior Scientist,Philip,,TRUE,2021-01-01,2023-12-01,FALSE,,,
Devereaux,Hamilton Health Sciences Implementation of Hospital Services Research (IHSR),Project Grant,99490,Canadian dollar,Senior Scientist,Philip,Hamilton Health Sciences Implementation of Hospital Services Research (IHSR),TRUE,2021-01-01,2021-12-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2021-10-01,2022-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,153000,Canadian dollar,Senior Scientist,Philip,,TRUE,2021-10-01,2023-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,164474,Canadian dollar,Senior Scientist,Philip,,TRUE,2019-10-01,2021-09-01,FALSE,,,
Devereaux,Ontario Ministry of Health and Long-Term Care,Project Grant,659913,Canadian dollar,Senior Scientist,Philip,,TRUE,2021-01-01,2021-12-01,FALSE,,,
Devereaux,CIHR and Industry Partnership Contributions,Project Grant,673000,Canadian dollar,Senior Scientist,Philip,CIHR and Industry Partnership Contributions,TRUE,2020-10-01,2022-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,879751,Canadian dollar,Senior Scientist,Philip,,TRUE,2019-04-01,2022-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,1132200,Canadian dollar,Senior Scientist,Philip,,TRUE,2021-04-01,2026-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,1212526,Canadian dollar,Senior Scientist,Philip,,TRUE,2021-10-01,2024-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,1285200,Canadian dollar,Senior Scientist,Philip,,TRUE,2020-10-01,2024-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,1992824,Canadian dollar,Senior Scientist,Philip,,TRUE,2020-10-01,2024-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,2450224,Canadian dollar,Senior Scientist,Philip,,TRUE,2016-07-01,2021-06-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,2652816,Canadian dollar,Senior Scientist,Philip,,TRUE,2016-09-01,2022-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant,2754000,Canadian dollar,Senior Scientist,Philip,,TRUE,2021-04-01,2026-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Grant - Bridge Funding,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2019-04-01,2020-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme,100000,Canadian dollar,Senior Scientist,Philip,,TRUE,2019-07-01,2020-06-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme,336600,Canadian dollar,Senior Scientist,Philip,,TRUE,2018-04-01,2021-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme,534839,Canadian dollar,Senior Scientist,Philip,,TRUE,2020-04-01,2022-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme,534839,Canadian dollar,Senior Scientist,Philip,,TRUE,2020-04-01,2022-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme,879751,Canadian dollar,Senior Scientist,Philip,,TRUE,2019-07-01,2023-06-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme,2237625,Canadian dollar,Senior Scientist,Philip,,TRUE,2018-04-01,2023-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme Grant,447526,Canadian dollar,Senior Scientist,Philip,,TRUE,2019-10-01,2022-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme Grant,1981350,Canadian dollar,Senior Scientist,Philip,,TRUE,2019-10-01,2022-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Project Scheme Grant,2275876,Canadian dollar,Senior Scientist,Philip,,TRUE,2018-04-01,2022-03-01,FALSE,,,
Devereaux,National Institutes of Health (NIH) (USA),R01 Grant,579548,United States dollar,Senior Scientist,Philip,,TRUE,2021-01-01,2023-12-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Randomized Control Trial,140722,Canadian dollar,Senior Scientist,Philip,,TRUE,2008-09-01,2010-08-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Randomized Control Trial,6580411,Canadian dollar,Senior Scientist,Philip,,TRUE,2007-10-01,2014-12-01,FALSE,,,
Devereaux,Heart and Stroke Foundation of Canada (HSFC),Randomized Controlled Trial,160000,Canadian dollar,Senior Scientist,Philip,,TRUE,2009-01-01,2012-04-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Regional/National Clinical Research Initiative,19582529,Canadian dollar,Senior Scientist,Philip,,TRUE,2008-04-01,2013-03-01,FALSE,,,
Devereaux,Juravinski Hospital and Cancer Centre Foundation,Research Project,48730,Canadian dollar,Senior Scientist,Philip,Juravinski Hospital and Cancer Centre Foundation,TRUE,2021-03-01,2021-12-01,FALSE,,,
Devereaux,Hamilton Academic Health Sciences Organization,Research Strategic Initiative,300000,Canadian dollar,Senior Scientist,Philip,,TRUE,2017-09-01,2020-08-01,FALSE,,,
Devereaux,Physicians Services Incorporated Foundation (The) (PSI),Resident Grant,20000,Canadian dollar,Senior Scientist,Philip,,TRUE,2014-06-01,2015-05-01,FALSE,,,
Devereaux,Hamilton Academic Health Sciences Organization,RFA Program Grant,300000,Canadian dollar,Senior Scientist,Philip,,TRUE,2016-09-01,2017-08-01,FALSE,,,
Devereaux,Hamilton Health Corporation,RFA Program Grant,300000,Canadian dollar,Senior Scientist,Philip,,TRUE,2016-04-01,2019-03-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),SPOR Initiative Clinical Trial Grant,2810000,Canadian dollar,Senior Scientist,Philip,,TRUE,2020-10-01,2024-09-01,FALSE,,,
Devereaux,Canadian Institutes of Health Research (CIHR),Strategy for Patient-Oriented Research (SPOR) Innovative Clinical Trial,2970675,Canadian dollar,Senior Scientist,Philip,,TRUE,2017-09-01,2021-08-01,FALSE,,,
Devereaux,McMaster University,University of Waterloo Bioinformatics Initiative Grant,22500,Canadian dollar,Senior Scientist,Philip,,TRUE,2011-01-01,2012-12-01,FALSE,,,
Devereaux,Roche Diagnostics Grant,VISION Biobank Study,114651,Canadian dollar,Senior Scientist,Philip,Roche Diagnostics Grant,TRUE,2014-01-01,2016-12-01,FALSE,,,
Devereaux,Abbott Laboratories,VISION Cardiac Surgery,300000,Canadian dollar,Senior Scientist,Philip,,TRUE,2013-06-01,2017-06-01,FALSE,,,
Di Rezze,Autism Speaks Canada,2015 Family Services Community Grant,63051,Canadian dollar,Other,Briano,,TRUE,2016-01-01,2016-12-01,FALSE,,,
Di Rezze,Hamilton Academic Health Sciences Organization,AFP Innovation Fund,199792,Canadian dollar,Other,Briano,,TRUE,2018-03-01,2020-02-01,FALSE,,,
Di Rezze,Canadian Institutes of Health Research (CIHR),CIHR Fellowship,110000,Canadian dollar,Other,Briano,,TRUE,2012-07-01,2014-06-01,FALSE,,,
Di Rezze,Hamilton Community Foundation,"Community Health, Education and Research Fund",29970,Canadian dollar,Other,Briano,,TRUE,2019-04-01,2020-03-01,FALSE,,,
Di Rezze,Ministry of Community and Social Services,Employment and Modernization Fund,195909,Canadian dollar,Other,Briano,,TRUE,2018-03-01,2020-02-01,FALSE,,,
Di Rezze,Tri-Agency New Frontiers in Research Fund,Exploration Grant,250000,Canadian dollar,Other,Briano,Tri-Agency New Frontiers in Research Fund,TRUE,2019-04-01,2021-03-01,FALSE,,,
Di Rezze,Autism Speaks Canada,Family Services Community Grants Program,40000,Canadian dollar,Other,Briano,,TRUE,2018-03-01,2019-02-01,FALSE,,,
Di Rezze,Hamilton Academic Health Sciences Organization,Innovation Fund,192833,Canadian dollar,Other,Briano,,TRUE,2015-04-01,2017-04-01,FALSE,,,
Di Rezze,Child-Bright Network,Knowledge Translation Innovation Incubator Grant,12000,Canadian dollar,Other,Briano,Child-Bright Network,TRUE,2019-05-01,2020-04-01,FALSE,,,
Di Rezze,Hamilton Health Sciences Foundation,New Investigator Fund,35000,Canadian dollar,Other,Briano,,TRUE,2017-09-01,2019-03-01,FALSE,,,
Di Rezze,McMaster University Faculty of Health Sciences,Operating Grant,75000,Canadian dollar,Other,Briano,McMaster University Faculty of Health Sciences,TRUE,2016-04-01,2019-04-01,FALSE,,,
Di Rezze,"McMaster University, Department of Psychiatry & Behavioural Neurosciences",Operating Grant,75000,Canadian dollar,Other,Briano,"McMaster University, Department of Psychiatry & Behavioural Neurosciences",TRUE,2016-04-01,2019-04-01,FALSE,,,
Di Rezze,Ontario Child Health Support Unit,Operating Grant,76608,Canadian dollar,Other,Briano,Ontario Child Health Support Unit,FALSE,2014-10-01,2017-03-01,FALSE,,,
Di Rezze,Canadian Institutes of Health Research (CIHR),Operating Grant,100000,Canadian dollar,Other,Briano,,TRUE,2015-07-01,2017-06-01,FALSE,,,
Di Rezze,McMaster Children's Hospital and Health Sciences Foundation,Operating Grant,150000,Canadian dollar,Other,Briano,McMaster Children's Hospital and Health Sciences Foundation,TRUE,2016-04-01,2019-04-01,FALSE,,,
Di Rezze,Canadian Institutes of Health Research (CIHR),Operating Grant,364237,Canadian dollar,Other,Briano,,TRUE,2011-06-01,2014-06-01,FALSE,,,
Di Rezze,American Academy of Cerebral Palsy and Developmental Medicine (AACPDM),Pedal-with-Pete Research Grant,11210,United States dollar,Other,Briano,,TRUE,2015-02-01,2016-01-01,FALSE,,,
Di Rezze,Organization for Autism Research (OAR),Pre-Proposals - Applied Research Grants,40000,United States dollar,Other,Briano,,TRUE,2020-03-01,2021-02-01,FALSE,,,
Di Rezze,Canadian Institutes of Health Research (CIHR),Project Grant,1748350,Canadian dollar,Other,Briano,,TRUE,2019-10-01,2024-09-01,FALSE,,,
Di Rezze,McMaster University,Provosts Research Excellence Interdisciplinary Fund,15000,Canadian dollar,Other,Briano,,TRUE,2018-05-01,2019-04-01,FALSE,,,
Di Rezze,HAMILTON HEALTH SCIENCES,Research Early Career Award,150000,Canadian dollar,Other,Briano,HAMILTON HEALTH SCIENCES,TRUE,2018-03-01,2021-02-01,FALSE,,,
Di Rezze,American Physical Therapy Association,Research Fund,43117,United States dollar,Other,Briano,,TRUE,2013-09-01,2014-08-01,FALSE,,,
Di Rezze,Ontario Ministry of Health and Long-Term Care,Research Fund,244560,Canadian dollar,Other,Briano,,TRUE,2013-09-01,2016-08-01,FALSE,,,
Di Rezze,Ontario Trillium Foundation,Research Fund,390000,Canadian dollar,Other,Briano,,TRUE,2014-12-01,2016-12-01,FALSE,,,
Di Rezze,Bloorview Children's Hospital Foundation,Seed Grant,20000,Canadian dollar,Other,Briano,,TRUE,2005-06-01,2006-03-01,FALSE,,,
Di Rezze,Ontario Trillium Foundation,Seed Grant,68000,Canadian dollar,Other,Briano,,TRUE,2016-01-01,2016-06-01,FALSE,,,
Di Rezze,Ontario Trillium Foundation,Seed Grant,68500,Canadian dollar,Other,Briano,,TRUE,2019-09-01,2020-08-01,FALSE,,,
Dokainish,Novartis,,1626000,Canadian dollar,Other,Hisham,,TRUE,2011-06-01,2018-06-01,FALSE,,,
Dokainish,Bayer (Canada) Inc.,,6000000,Canadian dollar,Other,Hisham,,FALSE,2016-05-01,2025-05-01,FALSE,,,
Dokainish,Medical Research Council (UK),,6100000,Canadian dollar,Other,Hisham,,FALSE,2015-06-01,2020-06-01,FALSE,,,
Dokainish,Canadian Institutes of Health Research (CIHR),,138277000,Canadian dollar,Other,Hisham,,TRUE,2012-01-01,2014-02-01,FALSE,,,
Doumouras,Hamilton Academic Health Sciences Organization,AFP INNOVATION GRANT,193915,Canadian dollar,Other,Aristithes,,TRUE,2020-07-01,2022-06-01,FALSE,,,
Doumouras,Regional Medical Associates,Clinical Research,3500,Canadian dollar,Other,Aristithes,Regional Medical Associates,TRUE,2013-01-01,2013-12-01,FALSE,,,
Doumouras,McMaster Surgical Associates,Clinical Research,11130,Canadian dollar,Other,Aristithes,McMaster Surgical Associates,TRUE,2017-06-01,2018-05-01,FALSE,,,
Doumouras,McMaster Surgical Associates,Clinical Research,30000,Canadian dollar,Other,Aristithes,McMaster Surgical Associates,TRUE,2016-09-01,2017-08-01,FALSE,,,
Doumouras,"St. Joseph's Health Care (Hamilton, ON)",Constantine Douketis New Researcher Award,10000,Canadian dollar,Other,Aristithes,,TRUE,2019-09-01,2020-08-01,FALSE,,,
Doumouras,Pfizer Canada Inc.,Investigator Initiated Investigations,121863,Canadian dollar,Other,Aristithes,,TRUE,2021-01-01,2022-12-01,FALSE,,,
Doumouras,McMaster Buffett Taylor Chair in Breast Cancer Research,McMaster Buffett Taylor Chair in Breast Cancer Research,35000,Canadian dollar,Other,Aristithes,McMaster Buffett Taylor Chair in Breast Cancer Research,TRUE,2021-07-01,2023-07-01,FALSE,,,
Doumouras,Ontario Bariatric Network,Operating Grant,100000,Canadian dollar,Other,Aristithes,Ontario Bariatric Network,FALSE,2018-08-01,2019-07-01,FALSE,,,
Doumouras,Canadian Institutes of Health Research (CIHR),Project Grant,186381,Canadian dollar,Other,Aristithes,,TRUE,2015-07-01,2020-03-01,FALSE,,,
Doumouras,McMaster Surgical Associates,Research Grant,30000,Canadian dollar,Other,Aristithes,McMaster Surgical Associates,TRUE,2019-09-01,2020-08-01,FALSE,,,
Doumouras,Bausch Health,Research Grant,250000,Canadian dollar,Other,Aristithes,Bausch Health,TRUE,2019-09-01,2021-08-01,FALSE,,,
Doumouras,Society for Surgery of the Alimentary Tract,SSAT Career Development Award,40000,United States dollar,Other,Aristithes,Society for Surgery of the Alimentary Tract,TRUE,2020-07-01,2022-06-01,FALSE,,,
Dowhaniuk,Canadian Celiac Association,Dr. J. A. Campbell Research award,25000,Canadian dollar,Other,Jenna,,TRUE,2020-11-01,2022-10-01,FALSE,,,
Dowhaniuk,McMaster Pediatrics Department,Education Endowment Fund,2000,Canadian dollar,Other,Jenna,McMaster Pediatrics Department,TRUE,2019-05-01,2021-04-01,FALSE,,,
Dowhaniuk,Canadian Association of Gastroenterology (The),Resident Research Award,5000,Canadian dollar,Other,Jenna,,TRUE,2016-06-01,2017-12-01,FALSE,,,
Dowhaniuk,Regional Medical Associates,Resident Research Award,7500,Canadian dollar,Other,Jenna,,TRUE,2015-01-01,2017-01-01,FALSE,,,
Dowhaniuk,McMaster University,Specialty subspecialty Resident Fellow Research Award,5000,Canadian dollar,Other,Jenna,,TRUE,2017-07-01,2018-06-01,FALSE,,,
Duceppe,Roche Diagnostics,,1,Canadian dollar,Scientist,Emmanuelle,Roche Diagnostics,FALSE,2016-01-01,2017-01-01,TRUE,Internal - Investigator,Research Fellow,
Duceppe,Centre de recherche du Centre hospitalier de l'Universit de Montral (CRCHUM),,25000,Canadian dollar,Scientist,Emmanuelle,,TRUE,2020-10-01,2021-10-01,TRUE,Internal - Investigator,Research Fellow,
Duceppe,Siemens Healthcare Limited,,196670,United States dollar,Scientist,Emmanuelle,Siemens Healthcare Limited,FALSE,2018-04-01,2019-04-01,TRUE,Internal - Investigator,Research Fellow,
Duceppe,Abbott Laboratories,Abbott Laboratories,62141,Canadian dollar,Scientist,Emmanuelle,,FALSE,2014-02-01,2016-01-01,TRUE,Internal - Investigator,Research Fellow,
Duceppe,University of Montreal,Bourse pour un professeur qui part pour une formation complmentaire,20000,Canadian dollar,Scientist,Emmanuelle,,TRUE,2013-09-01,2014-08-01,TRUE,Internal - Investigator,Research Fellow,
Duceppe,HAMILTON HEALTH SCIENCES,Cash and in-kind staffing support,750000,Canadian dollar,Scientist,Emmanuelle,HAMILTON HEALTH SCIENCES,FALSE,2020-10-01,2022-10-01,TRUE,Internal - Investigator,Research Fellow,
Duceppe,Population Health Research Institute (PHRI),Cash and in-kind support,500000,Canadian dollar,Scientist,Emmanuelle,,FALSE,2020-10-01,2022-10-01,TRUE,Internal - Investigator,Research Fellow,
Duceppe,Canadian Institutes of Health Research (CIHR),CCS/CIHR Cancer Survivorship Team Grant,2384321,Canadian dollar,Scientist,Emmanuelle,,TRUE,2019-12-01,2024-12-01,TRUE,Internal - Investigator,Research Fellow,
Duceppe,Fonds de recherche du Qubec - Sant (FRQS),Clinical Research Scholar,60000,Canadian dollar,Scientist,Emmanuelle,,TRUE,2021-07-01,2025-06-01,TRUE,Internal - Investigator,Research Fellow,
